1989	16514942.88
1990	16198716.66
1991	15610488.20
1992	16402189.40
1993	17877351.57
1994	21015942.06
1995	26127878.07
1996	27174035.44
1997	30510878.10
1998	28902272.24
1999	25657697.34
2000	27875778.20
2001	28500592.47
2002	27202337.19
2003	30796892.62
2004	40692067.19
2005	48368289.01
2006	57665190.71
2007	73996004.91
2008	97976044.09
2009	74559143.22
2010	101476007.54
2011	127685341.09
2012	132989004.50
2013	138328066.74
2014	121714626.37
2015	97195178.37
2016	92889190.54
