1989	21793539.86
1990	20949254.23
1991	20097529.01
1992	21680178.96
1993	22884613.46
1994	25997448.00
1995	28063145.14
1996	29066103.77
1997	32217857.81
1998	30718852.67
1999	28221083.58
2000	32050113.00
2001	33804480.22
2002	35183377.09
2003	42054285.33
2004	55795944.60
2005	67418799.96
2006	78861494.21
2007	94385698.65
2008	120406346.03
2009	95042628.71
2010	126516210.12
2011	159725895.06
2012	152789275.10
2013	154240217.81
2014	143327216.61
2015	121908757.38
2016	116890175.16
